"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
1173,2,1,1984,"Why rent when you can own this spacious double wide with potential for a third bedroom. New roof, new heating and air, spacious kitchen with a lot of storage, dishwasher, vinyl siding, central air, washer and dryer and a 3 season porch to relax in. Add your personal touch and make it home! Close to shopping and highway.","No Data",79900,"SingleFamily"
NA,NA,NA,NA,"7.87 acres of land available to build your business in an already developed industrial area.",NA,79900,"Unknown"
NA,NA,NA,NA,"Commercial Lot Available! Almost an acre of medium density residential use zone (RM). Great opportunity for the right buyer. Property touches three different streets, Division, North Walnut, and Violet.",NA,79999,"Unknown"
2040,3,1,1835,"INVESTORS TAKE NOTE!! This home sits on beautiful 1.9 acre lot. The right investor can turn this 3 bedroom, 1 bath diamond in the ruff into a beautiful home again. CASH ONLY AS IS SALE!","83199 sqft",80000,"SingleFamily"
NA,NA,NA,NA,"C1 Zone with many different development possibilities. Taxed as farm land.",NA,80000,"Unknown"
NA,NA,NA,NA,"C1 Zone with many different development possibilities. Taxed as farm land.",NA,80000,"Unknown"
NA,NA,NA,NA,"C1 Zone with many different development possibilities. Taxed as farm land.",NA,80000,"Unknown"
NA,NA,NA,NA,"C1 Zone with many different development possibilities. Taxed as farm land.",NA,80000,"Unknown"
NA,NA,NA,NA,"Ideal location for parking needs or small retail/industrial building subject to town approvals. Motivated seller open to all respectable offers.",NA,83000,"Unknown"
NA,NA,NA,NA,"Industrial Lot in accessible location near I-691 and Rt. 15 Parkway. City water, sewer, and gas available on street.",NA,84500,"Unknown"
NA,NA,NA,NA,"Want to be your own boss and be an ESSENTIAL business?  YOUR opportunity exists with this 30+ year established business.  Conveniently located on busy Rte. 6.  Sale includes business, equipment and inventory.  Call today for more information and to discuss the many possibilities that exist with this purchase.",NA,84900,"Unknown"
750,2,1,2021,"This brand new 2 bed/1 bath is built to impress! Stay comfortable all year round with central air and efficient propane heat. The gourmet kitchen is the heart of the house with large granite countertops, gas range, an undermount sink and brand-new stainless-steel appliances. The open concept is perfect for entertaining. The unit will also boast a new washer and dryer. Outside you will find a beautiful porch and railings for comfortable and easy access to your new home. Conveniently located near public transportation, restaurants, shopping, emergency services, hospitals, and easy access to the highway.     This new unit will have to be assessed by the Town of Southington, so tax amount and assessment may change.","No Data",86900,"SingleFamily"
630,2,1,1910,"Property back on the market at the approved short sale price.  House does have some freeze damage","6098 sqft",87000,"SingleFamily"
NA,NA,NA,NA,"Level half acre lot zoned for light industry located at the end of Morris St with frontage on Ella Grasso Blvd. Easy access to highway and downtown.",NA,89000,"Unknown"
NA,NA,NA,NA,"Land for sale",NA,89000,"Unknown"
NA,NA,NA,NA,"Position your business in the heart of the Tri-state area.  Putnam is located along I-395 with easy access to Worcester/Boston, MA, Providence, RI and New York.    Located minutes from I-395, this 8.24 Acres of Industrial land is located in the Putnam Industrial Park with municipal amenities which include Public Water, Sewer, Natural Gas, High Speed Internet and access to the Providence-Worcester RR Freight Line. Located in an Enterprise Corridor (Tax Incentives). Additional 3.79 acres available (MLS 170309604) Putnam is open for business and is ready to work with you.",NA,89000,"Unknown"
NA,NA,NA,NA,"* INCLUES 51 MATTESON ST * CG ZONED LOT LOCATED IN WATERBURY'S EMERGING COMMERCIAL DISTRICT.  LOT IS APPROX 70 X 225; COULD ACCOMMODATE A COUPLE OF DIFFERENT LAYOUTS FOR BUILDING(S).  SITE IS SURROUNDED BY I-84, AUSTIN RD/EXIT 25A/WINZZ GAS STATION, EAST MAIN ST AND COSTCO, RESTAURANT DEPOT & KOHL'S.  GREAT SITE FOR SMALL STORAGE GARAGE FACILITY.  CAN ALSO BUILD A 2 FAMILY.  AGAIN 2 CAR DETACHED GARAGE ALREADY ON SITE W/ ROOM FOR MORE.",NA,89900,"Unknown"
NA,NA,NA,NA,"This 1,200 s.f. Tanning Salon has 4 lay-down tanning beds (2 Level 1’s, 1 Level 2 and 1 Level 3).  It also has a Stand - up tanning unit (Ultra 10) and a Stand - up Spray Tanning unit.    The business started 12 years ago (2007) with the same Owner who has recently had a child and lives in Milford, CT.  This is also the reason she now wants to sell.    This business can be run either absentee, semi absentee or the Owner can work part time or full time allowing for more Owner take home.  Business has an excellent reputation because of its cleanliness, location, great service, and daily advertised specials, mostly Facebook – which probably should be expanded to other social media and even print and radio advertising.  Danbury has a popular radio station that has a lot of 2 - for specials from local businesses.      Sales in 2016 were +/- $93,166,100,825 in 2017, 103,842 in 2018 and +/- 128,244 is being projected for 2019.  The proforma for a working Owner is +/-134.657*     The net (Owner’s Cash Flow) for a working Owner (working 40 hours) is +/- $ 50,034.     This business is located in southern New Milford, CT.  Plenty of parking is available.  The current rent is $2,385.90 per month including all nets.  Rent increases 3.0% per year.  A new lease may be written for the new tenant. Space is 1,200 s.f..    More info on this business is in the Addendum!  *Keep in mind, this business has been affected (as most of all businesses) by the 2020 Co-Vid Pandemic.",NA,89900,"Unknown"
1400,3,2,1880,"Subject to 3rd Party approval","11325 sqft",89900,"SingleFamily"
NA,NA,NA,NA,"Great opportunity to build your own Industrial/commercial building on an approved lot in the Northgate Industrial Park.  Close to all main transportation arteries and BDL.  All utilities are available.  Ride down the street and look at the existing buildings to get a feel for as to what can be built.  Great Opportunity!",NA,89900,"Unknown"
854,2,1,1965,"This is a mobile home that needs work but came with abundance of land. Great opportunity for a developer or upgrade the current mobile home sitting on the land. This is sold as is, whereas, any inspection conducted is informational only. This is priced to sell.","18730 sqft",89999,"SingleFamily"
877,3,1,1858,"Great investment property or house to live in yourself!  There are 3 cozy bedrooms,  (1 bedroom and a full bathroom on the ground floor and 2 bedrooms on the second floor), living room, and a spacious kitchen.   Awesome size back yard, can possibly be subdivided in the future. Don't miss out on this great home!  Tenant is currently paying $1,200/month. Forced air heat.","17859 sqft",90000,"SingleFamily"
NA,NA,NA,NA,"This is the last lot left in this beautiful commercial subdivision right on main st in Hebron. There is so much happening with new development all around the Hebron Center. Rt 2 is a short distance away making the location very convenient to Hartford and the shore. Hebron sits 2 hrs to Boston and 2 hrs to NY. The lot offers many possibilities. Call today for more details.",NA,90000,"Unknown"
NA,NA,NA,NA,"C1 Zoning. Lots of development possibilities. Currently taxed as farm land.",NA,90000,"Unknown"
NA,NA,NA,NA,"C1 Zone with many different development possibilities. Taxed as farm land.",NA,90000,"Unknown"
NA,NA,NA,NA,"BE YOUR OWN BOSS!! Looking for a great income opportunity with short hours, low overhead..... staff is crossed trained so no need to skip a beat....This Breakfast/Lunch Restaurant is a turn key opportunity... in the Poquonock Center Shop Plaza in Windsor. LOCATED ON A MAIN ROAD, CLOSE TO HIGHWAY, AIRPORT, SCHOOLS AND CHURCHES. This 12 yr. established business brings with it an opportunity to grow even further. Plenty of parking, outdoor seating for those sunny days. CALL TODAY FOR A CONFIDENTIAL SHOWING..... OWNER IS MOTIVATED AND WILL ACCEPT ALL REASONABLE OFFERS..... Time to be your own boss!!!!",NA,92000,"Unknown"
NA,NA,NA,NA,"Vacant 1 acre parcel (#339) which abuts another available parcel (1.14 Ac) to its south (#335) @ $145,000. See MLS# N10189317. Total of 2.12 acres. There is a new Dunkin Donuts abutting parcel #335. Easement in place for DD and #335. Both available to purchase for $243,500.",NA,98500,"Unknown"
NA,NA,NA,1990,"Liquor store on busy intersection in Hamden, CT.  for Sale. Busy Route, steady traffic, loyal clientele has great potential to grow under owner operation. Liquor, Lottery, Cigarettes, ATM, ICE, Drinks, and much more. Rent $1,200.00 per month. By changing hours of operation from 10 am- 8 pm to 9:00 am- 9:00 pm will boost the business exponentially.",NA,99000,"Unknown"
1418,3,1,1895,"Neat and tidy 1.5 story home conveniently located near the heart of Norwich situated on a low maintenance .09 acre lot.  Home has 3 bedrooms with the  potential of a 4th bedroom, crisp, clean lines in the kitchen flows into a large main floor laundry area, and decently sized living room.  Quaint property is also home to a one car detached garage.  Schedule a showing to view this affordable property.","3920 sqft",99000,"SingleFamily"
