"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
1488,2,1,1925,"Welcome to Wholand! Eclectic Retreat on the banks of The Housatonic River serves as Home to Artisans, Musicians and Ne'er-Do-Wells. This Summer Sanctuary is a cluster of 20 (or so) cottages with a rich history. It is the Largest of the bunch and was completely remodeled in 2004. There are 3 separate parcels included in the sale. 16 Upper Birchbank has a 2 story cottage with almost 1,500 square feet, massive dock and level/terraced lot. 80 Upper Birchbank (Taxes are-$151.00/yr) is included giving you almost a 1/4 acre in Shelton. 3rd parcel is a combo parking lot &  launch ramp in Oxford, called Under the Rock and is .05 of and acre used to access (by boat). Car access is off Route 34. Taxes are $9.00 a yr. to Oxford. So if you enjoy Boating, from Pontoons to Jet Skis or you're a Kayak or Stand Up person. Check this one out.","6534 sqft",184900,"SingleFamily"
1238,3,1,1960,"Warm and comfortable 3 bedroom cape available.  Convenient to everything - shopping, highway, entertainment, restaurants, buses etc.  This home needs some work to make it shine again and is being sold in it's ""as is"" condition.","6098 sqft",184900,"SingleFamily"
1175,2,1,1941,"This great little cape is perfect for first time home-buyers or even those looking to downsize.  With two bedrooms and one full bath this home offers neutral paint colors and white trim throughout making it easy to move right in and make stylistic changes down the road.  The kitchen includes ample cabinetry for plenty of storage with a separate dining room just steps away.  Outdoors you will find a detached garage as well as a paver patio and large fenced in backyard perfect for your furry friend to take in the Summer days as you enjoy a BBQ and yard games with friends and family! Schedule your private showing today before it is too late!","8276 sqft",184900,"SingleFamily"
1044,2,2,1907,"Good location. This home needs TLC. The property is in a multi family zone. Buyer must do their due diligence. There is a barn in the back of the house - good for a workshop or extra storage.","6534 sqft",185000,"SingleFamily"
1660,3,3,1914,"Updated single family house with 3 bedrooms and 3 full bathrooms. Excellent location. It is located walking distance from Yale New Haven Hospital. Property is currently rented to a very long term tenant. He is current and he pays 1,800 a month. tenant is on month to month lease. Big backyard perfect for  entertainment and private driveway","3920 sqft",185000,"SingleFamily"
NA,NA,NA,NA,"Great high visibility commercial lot at traffic light of Rte 138 & Rte 164.",NA,185000,"Unknown"
1266,4,2,1900,"Sellers are motivated - will work with buyers -Charming Country Cape with quick access to 395. Welcoming Farmers porch and Deck Large Family Room/Dining Room has cozy pellet stove. with access to private Deck. Updated Eat-in kitchen with Stainless Steel appliances, New vinyl plank flooring. Full Bath off Kitchen with old fashioned tub & shower, new plank tile flooring. Front parlor has Harwood floors, with pellet Stove and Sunny windows with rustic country shutters.2 and half tons of pellets to convey with sale. 1st floor bed with 1/2 bath. 2 car garage has been made into a nice 1st floor Master Bed with walk in closets has door to storage area near front garage doors. 2nd floor has 2 Beds. Oil Furnace & hot water tank, New chimney insert, Vinyl siding, replacement windows, there is a seasonal babbling brook to enjoy in the back yard. Public Water & Sewer. New Solar Panels in 2019 leased $179. /month. must convey with property. laundry hook ups in back bedroom & front porch.  No washer & dryer to convey. rooms freshly painted. Large Shed.   Minutes to Mass line, 30 minutes to Worcester & Providence. Enjoy great Putnam restaurants & shopping.back on due to inspections. Being sold AS IS   Buyer must take solar lease over","13939 sqft",185000,"SingleFamily"
NA,NA,NA,NA,"Rare opportunity for this 1.93 acre lot zoned Commercial in the heart of East Granby! Great location with convenient highway access ~ walking distance to the senior center, library and town offices. Can be packaged together with abutting commercial properties  (MLS #170359971 & .",NA,185000,"Unknown"
1075,3,2,1942,"Easy living in this home-sweet home.   This sunny Cape Cod with 2-3 bedrooms, 2 full baths, living room with fireplace, dining room and office (or 3rd bedroom), boasts generous sized rooms with wood floors and lots of windows throughout. Let the sun stream in! An enclosed breezeway connects the house to the garage and makes a terrific mudroom as well as provides access to the level back yard. Plus, a full basement provides extra storage or could be finished to add additional space (think exercise room).  This home gives you the best of both worlds–over a third of an acre with a private back yard that backs up to protected land–and the convenience of being located near the center of town with Filley Pond Park, the Town Green, restaurants and shopping all less than a mile away.    Plus, there’s not much to worry about at 130 Tunxis Avenue. This house has easy-care vinyl siding, a newer roof, newer furnace and city water and sewer. Come and see if this is your home-sweet-home.    Minutes away from the highway (I91), restaurants, shopping, parks, medical facilities, Bradley Airport and Hartford.","14810 sqft",185000,"SingleFamily"
1350,3,1,1923,"NEW TO THE MARKET!!! BRING YOU BUYERS TO COME CHECK OUT THIS THREE BEDROOM ONE BATHROOM HOME WITH OVER 1300 SQ FT OF LIVING SPACE.  THIS HOME HAS WOOD SHED, PLAYSCAPE AND NEWER DECK OVER LOOKING THE REAR YARD.  THIS HOME HAS WALK UP ATTIC AND FULL BASEMENT FOR ADDED STORAGE. YOU WONT BE DISAPPOINTED.  HUD Home. Sold “AS IS” by electronic bid only. Property Available 04-13-21. Bids due by 04-22-21 11:59 PM Central Time then daily until sold. FHA Case #061-521948. Insured with Escrow Repair. Eligible for FHA 203K. Buyer to verify all info.  Equal Housing Opportunity.  Finance Terms: Cash, FHA, and Conventional","7405 sqft",185000,"SingleFamily"
1200,3,1,1948,"Cape style home located on level lot.  Front to back kitchen/dining area.  Large L shaped master bedroom on main level.  Hardwoods.  Updated septic system, thermo pane windows. Mature plantings and several several gardens. Lots of room to play.","1 Acres",NA,"SingleFamily"
1100,3,2,1954,"Short Sale, charming 3 bedroom ranch in need of a little TLC to make it the perfect starter home. Nice quiet neighborhood with friendly neighbors.","23086 sqft",185900,"SingleFamily"
1858,3,1,1901,"Vintage 1900 Colonial with open porch across the front typical of a home from this era! Large pantry off the kitchen, hardwood floors, formal dining room on the first floor with three bedrooms upstairs. Great location and close to all amenities!","10018 sqft",188000,"SingleFamily"
1377,3,2,1940,"Here is your second chance to own 61 William St. as the buyers loan fell apart ~ The home offers a sunny and bright front porch ~ Hardwood floors ~ Built in shelving ~ Walk in pantry ~ Brand new carpet ~ Vinyl siding ~ Vinyl windows ~ Private driveway ~ Gas stove top ~ The rear deck overlooks the large, open, level, fenced in rear yard ~ Summer is coming so have your beach chairs and sunglasses ready for the short walk to the West Haven beach!! The home needs some TLC!  One year AHS Shield Plus warranty included.","7405 sqft",179900,"SingleFamily"
1376,2,2,1900,"Two story brick house all updated and ready to move in... New roof,  new windows, freshly painted, new bathrooms, new floors, and new furnace.  Amazing location in the heart of Middletown, close to hospital and bus lines. Just needs new owners! Shared driveway, has 3 parking spaces.","3049 sqft",189000,"SingleFamily"
2084,2,2,1924,"This home is offering 2/3 bedrooms, 2 full bath, dining room, spacious living room, eat in kitchen and family room in basement with fireplace and another bedroom. Nice level yard for entertaining.  Has new roof, gas water heater and oil tank.  Public water and sewer, city gas on property.","3484 sqft",189000,"SingleFamily"
1152,3,2,1940,"ranch home at end of private drive, with large level yard,  & remodeled 2 years ago, with possible inlaw.  Inlaw has its own bathroom but no kitchen.  laundry on main floor, updated furnace and hot water heater.  Driveway is private and cost of plowing is shared by 5 homeowners.  Driveway is in the deed.","15246 sqft",189000,"SingleFamily"
NA,NA,NA,NA,"IT'S BEAUTIFUL!! Your very own ""Field of Dreams"" can come true here. Multiple Permitted and by Special Permit uses.  Plans & Development Details Available. City of Hartford is BOOMING! Bring your ideas to the table! ""Build to Suit"" ""Land Lease""",NA,189000,"Unknown"
NA,NA,NA,NA,"Be You Own Boss Make Lots Dough$$$$$$! Agency Please Before Showing Need To Sign Confidentiality. Any Others Information Available Up On Agreed  To Price and Terms.",NA,189500,"Unknown"
1196,3,2,1966,"Built in 1966, this charming  single family residence features three bedrooms and 1 and 1/2 baths with two car   garage and full, unfinished basement. Rear wood patio. Living room entrance with brick fireplace. Nice size   open kitchen. Missing appliances. Separate dining area. Hardwood flooring in bedrooms. Damaged flooring   throughout.","24829 sqft",189700,"SingleFamily"
