"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
2340,3,2,2001,"Charming 3 bedroom colonial with a bonus room for that home office, kitchen with island and new granite countertops, both bathrooms been totally renovated, private fenced backyard, enjoy the coziness this ready to move in home has to offer. Close to all things Danbury and easy access to I84 exit 8.","17424 sqft",495000,"SingleFamily"
4024,5,5,2007,"Turn-key gem 1 1/2 hours from Manhattan!! Private, yet not secluded. Gorgeous 5 bedroom, 4 1/2 bath custom designed home with brand new fully equipped inlaw apartment on very tranquil 1.09 acre setting. This very special property is surrounded by 350 acres of Open Space and Flanders Nature Preserve. Backyard access to original logging trails which have been preserved for nature walks among hardwoods, mountain laurel, old stone outcroppings.    With only one owner to date the luxurious Energy Star home boasts 4,024 sq. ft. of of living area featuring hand-crafted millwork and specialty finishes. It showcases a custom cabinetry, crown moldings, 7 1/2 inch baseboards, white oak flooring, handcrafted wainscoting, enormous kitchen island, central vacuum, 3-zone heating system, triple stage water filtration system, and 575 sq. ft. mahogany wrap-around deck facing ""forever"" wilderness.      Well-thought-out floor plan highlights: lovely great room with 12 ft. coffered ceiling and fireplace with native-stone surround; first-floor master bedroom suite; huge chef's kitchen with eat-in area; formal dining room with bay window; private, ensuite guest quarters; two Jack and Jill bedrooms. additional den space; home office; large mudroom; two inviting fireplaces -- and much, much more.   Not enough?  Two large unfinished areas offer expansion possibilities!!","47480 sqft",979900,"SingleFamily"
1947,3,2,1996,"Custom built ranch with brick veneer!!Meticulously clean,great floor plan and in move in condition!!Glistening hardwood floors,cathedral living room with  skylight and wood fireplace.Light and bright!!Eat in kitchen with skylight , breakfast bar, and dining area opening to huge deck.Deck overlooks acre plus level lot!!First floor laundry room/mudroom.Master suite with whirlpool tub.All bedrooms have hardwood!!Central air,oil heat baseboard,two car garage,work bench and is equipped with generator transfer switch!!Lower level has heated rec room perfect for pool table,ping pong or exercise.This beautiful ranch has more closets up and down than most homes.Situated on a sweeping level lot nestled in the South Farms area of Middletown,It HAS MAJOR curb appeal!!Front porch is covered for those rainy days where reading a good book is good for the soul!!Minutes from Crystal Lake and city walking trails!!Sellers had the foresight to install two oil tanks(330 gal and 275 gal) and water softener system on day one!!!","49658 sqft",369900,"SingleFamily"
1840,3,1,1955,"Come enjoy the privacy of this Cozy 3 bedroom, 1 bathroom Ranch on a quiet dead end street in this desirable area.   Basement is partially finished with heat, could be used as a fourth bedroom. Needs updating, and TLC. Newer windows throughout the home, and newer mechanicals. More pics to come soon! Come see the potential this Diamond in the rough has!","14374 sqft",239900,"SingleFamily"
750,1,1,1925,"Small house on 1 acre newer boiler and windows. There are 2 outbuildings. Needs some work cash or conventional financing only","43560 sqft",149900,"SingleFamily"
7151,5,7,2006,"Welcome to Woodside Place!     Discover this beautifully rebuild and remodeled 2006 Greenfield Hill home filled with sunlight, grace and elegance underscored by a casual luxury farmhouse design. filled with sunlight, grace and elegance underscored by a casual luxury farmhouse design. With magnificent privacy, your views will never change as you are surrounded by 186 acres known as Brett Woods, allowing you to enjoy the forest terrain from your sun filled home. Woodside Place is more than just a home, rather a lifestyle for nature lovers longing for Mother Nature’s full-time company and beauty. Inspired by classic craftsmanship with gracious rooms, vaulted ceilings, a turret, double staircases, white painted hardwood floors and charming covered porches. A fantastic floor plan with a central, supersized kitchen with fireplace, serving area, and kitchen island with warming drawers. Plus sight lines to the large, bright family/media room with fireplace, and with multiple exits onto the brick terrace and pool area. Primary bedroom encompasses an en suite, sitting room, fireplace, vaulted ceilings, a huge custom walk-in closet and private bedroom balcony overlooking the pool. The morning sunrises will take your breath away as the refection off the heated gunite pool doubles the beauty and grace of the skyline view. Your second floor grand laundry room with folding and gift wrapping stations personifies organization and style.","87991 sqft",1879000,"SingleFamily"
1706,3,2,1948,"You will enjoy easy living in this move-in ready 3 bedroom Colonial located in the heart of the Webster Hill area. Amenities include a living room with fireplace, a sun-filled 1st floor family room, hardwood floors and a partially finished basement. Additional features include a newer roof (approx. 2 years old), replacement windows (approx 5 years old), gas heat, and an expansive yard. Conveniently located near West Hartford Center, shopping and highways, this is a great place to call home.","10018 sqft",314900,"SingleFamily"
1361,3,1,1955,"PREPARE TO BE STUNNED WITH THIS STYLISH AND THOUGHTFULLY REMODELED (2018-2019) RANCH HOME WITH MIDCENTURY VIBES. THIS HOME ILLUSTRATES AN OPEN CONCEPT LIVING SPACE. CONNECTIVITY ALSO FROM INDOOR TO OUTDOOR SPACES. THE CRAFTSMANSHIP AND DETAILED FINISHES DEFINE A SIMPLE YET MODERN SOPHISTICATION. THIS HOME IS MORE SPACIOUS THAN IT APPEARS FROM THE CURB. THE KITCHEN OFFERS STONE SHAKER WITH DOVETAIL JOINTS, AND SOFT CLOSING DRAWERS, QUARTZ COUNTERTOP SPACE, UNDER MOUNT STAINLESS SINK, AND ALL STAINLESS APPLIANCES. IMAGES AND VIEWINGS ONLY HIGHLIGHT THE METICULOUSLY MAINTAINED HOME.","8712 sqft",299900,"SingleFamily"
1472,4,2,1953,"Look no more, perfect for the person who needs one floor living or wants to downsize, newer flooring, newer bathrooms, in this charming ranch. Home offers kitchen with stainless steel appliances, tile back splash and floor! Most rooms freshly paint. One of the bedrooms is being used as a office. Combination dining and living room along with large family room with pellet stove and brand new slider that leads to your back deck which will be great for your upcoming summer gatherings. Central air! Roof is 2013, new siding in 2020, everything in furnace is new as of 2019 except for shell. Don't hesitate as this one wont last.","12632 sqft",219900,"SingleFamily"
4864,5,4,1999,"SPACIOUS, LOVELY HOME IN PRIVATE COMMUNITY & SECLUDED SETTING, BORDERING TOWN SPACE WITH SEASONAL RIVER VIEWS, ON ALMOST 3 ACRES.  HOME OFFERS: 4 OR 5 BEDROOMS, 3 FULL & 1 HALF BATHS, OVERSIZED KITCHEN w/ISLAND, LG. FAMILY ROOM W/VAULTED CEILING & FIREPLACE, FORMAL DINING ROOM WITH TRAY CEILING, BEAUTIFUL HARDWOOD FLOORS, LG. MASTER BEDROOM/VAULTED CEILING, 2 CLOSETS AND A LARGE ON SUITE BATH W/DOUBLE SINKS, WHIRLPOOL TUB, SHOWER, LINEN CLOSET. FINISHED WALK OUT LOWER LEVEL ADDS 1400 MORE SQ.FT. - THEATRE ROOM W/ TRAY LIT CEILING, WORKOUT ROOM WITH EQUIPMENT/PLAYROOM AND AN OFFICE OR 5TH BEDROOM WITH FULL BATH.  HOME OFFERS WONDERFUL SPACE AND TREMENDOUS POSSIBILITIES.","125017 sqft",599900,"SingleFamily"
1480,2,1,1941,"This is the one! Well constructed charming Dutch Colonial with lovely hardwood floors throughout! Very convenient location to Schools, shopping and highway access.  Potential for additional BR (12 x 12) on lower level with walkout basement.  Kitchen has updated cabinets with granite counter top and Stainless Steel appliances.  Good size family room off kitchen with skylight and sliders to vinyl deck.  Living room with fireplace as central focal point and built-in bookcases.  Lovely staircase leads to two good sized BR's upstairs, walk-in closets and full bath off hallway.  Walk up attic access through closet in BR can be additional storage. Potential for 1/2 bath in kitchen pantry closet.   Central Air and Natural gas heat! Walking distance to Marin Kellogg Middle School.  Expansive park-like backyard for grilling and family entertaining!","7840 sqft",272500,"SingleFamily"
